HomeTeam,AwayTeam,Winner,Player,GoalTime
Serbia,Wales,Serbia,Aleksandar Mitrović,74
Iran,Uzbekistan,Iran,Sardar Azmoun,23
Iran,Uzbekistan,Iran,Mehdi Taremi,88
Costa Rica,Trinidad and Tobago,Costa Rica,Francisco Calvo,1
Costa Rica,Trinidad and Tobago,Trinidad and Tobago,Kevin Molino,35
Costa Rica,Trinidad and Tobago,Costa Rica,Bryan Ruiz,44
Iraq,Japan,Japan,Yuya Osako,8
Iraq,Japan,Iraq,Mahdi Kamel,73
Panama,Honduras,Honduras,Romell Quioto,5
Panama,Honduras,Panama,Blas Pérez,41
Panama,Honduras,Honduras,Alberth Elis,66
Panama,Honduras,Panama,Román Torres,90
Papua New Guinea,Solomon Islands,Papua New Guinea,Raymond Gunemba,18
Papua New Guinea,Solomon Islands,Solomon Islands,Henry Fa'arodo,33
Papua New Guinea,Solomon Islands,Solomon Islands,Jerry Donga,45
Qatar,South Korea,Qatar,Hassan Al-Haydos,25
Qatar,South Korea,Qatar,Akram Afif,51
Qatar,South Korea,South Korea,Ki Sung-yueng,62
Qatar,South Korea,South Korea,Hwang Hee-chan,70
Qatar,South Korea,Qatar,Hassan Al-Haydos,75
Syria,China PR,Syria,Mahmoud Al-Mawas,12
Syria,China PR,China PR,Gao Lin,68
Syria,China PR,China PR,Wu Xi,75
Syria,China PR,Syria,Ahmad Al Saleh,90
Thailand,United Arab Emirates,Thailand,Mongkol Tossakrai,69
Thailand,United Arab Emirates,United Arab Emirates,Ali Mabkhout,90
Russia,New Zealand,Russia,Michael Boxall,31
Russia,New Zealand,Russia,Fyodor Smolov,69
Cameroon,Chile,Chile,Arturo Vidal,81
Cameroon,Chile,Chile,Eduardo Vargas,90
Portugal,Mexico,Portugal,Ricardo Quaresma,34
Portugal,Mexico,Mexico,Javier Hernández,42
Portugal,Mexico,Portugal,Cédric Soares,86
Portugal,Mexico,Mexico,Héctor Moreno,90
Australia,Germany,Germany,Lars Stindl,5
Australia,Germany,Australia,Tom Rogic,41
Australia,Germany,Germany,Julian Draxler,44
Australia,Germany,Germany,Leon Goretzka,48
Australia,Germany,Australia,Tomi Juric,56
Mexico,New Zealand,New Zealand,Chris Wood,42
Mexico,New Zealand,Mexico,Raúl Jiménez,54
Mexico,New Zealand,Mexico,Oribe Peralta,72
Russia,Portugal,Portugal,Cristiano Ronaldo,8
Cameroon,Australia,Cameroon,André-Frank Zambo Anguissa,45
Cameroon,Australia,Australia,Mark Milligan,60
Germany,Chile,Chile,Alexis Sánchez,6
Germany,Chile,Germany,Lars Stindl,41
New Zealand,Portugal,Portugal,Cristiano Ronaldo,33
New Zealand,Portugal,Portugal,Bernardo Silva,37
New Zealand,Portugal,Portugal,André Silva,80
New Zealand,Portugal,Portugal,Nani,90
Russia,Mexico,Russia,Aleksandr Samedov,25
Russia,Mexico,Mexico,Néstor Araujo,30
Russia,Mexico,Mexico,Hirving Lozano,52
Chile,Australia,Australia,James Troisi,42
Chile,Australia,Chile,Martín Rodríguez,67
Germany,Cameroon,Germany,Kerem Demirbay,48
Germany,Cameroon,Germany,Timo Werner,66
Germany,Cameroon,Cameroon,Vincent Aboubakar,78
Germany,Cameroon,Germany,Timo Werner,81
Germany,Mexico,Germany,Leon Goretzka,6
Germany,Mexico,Germany,Leon Goretzka,8
Germany,Mexico,Germany,Timo Werner,59
Germany,Mexico,Mexico,Marco Fabián,89
Germany,Mexico,Germany,Amin Younes,90
Chile,Germany,Germany,Lars Stindl,20
Portugal,Mexico,Mexico,Luís Neto,54
Portugal,Mexico,Portugal,Pepe,90
Portugal,Mexico,Portugal,Adrien Silva,104
French Guiana,Canada,Canada,Dejan Jakovic,28
French Guiana,Canada,Canada,Scott Arfield,45
French Guiana,Canada,Canada,Alphonso Davies,60
French Guiana,Canada,French Guiana,Roy Contout,69
French Guiana,Canada,French Guiana,Sloan Privat,71
French Guiana,Canada,Canada,Alphonso Davies,86
Honduras,Costa Rica,Costa Rica,Marco Ureña,39
Martinique,Nicaragua,Martinique,Kévin Parsemain,35
Martinique,Nicaragua,Martinique,Steeven Langil,66
United States,Panama,United States,Dom Dwyer,50
United States,Panama,Panama,Miguel Camargo,60
Curaçao,Jamaica,Jamaica,Romario Williams,58
Curaçao,Jamaica,Jamaica,Darren Mattocks,73
Mexico,El Salvador,Mexico,Hedgardo Marín,8
Mexico,El Salvador,El Salvador,Nelson Bonilla,10
Mexico,El Salvador,Mexico,Elías Hernández,29
Mexico,El Salvador,Mexico,Orbelín Pineda,55
Costa Rica,Canada,Canada,Alphonso Davies,26
Costa Rica,Canada,Costa Rica,Francisco Calvo,42
Panama,Nicaragua,Nicaragua,Carlos Chavarría,48
Panama,Nicaragua,Panama,Ismael Díaz,49
Panama,Nicaragua,Panama,Gabriel Torres,57
United States,Martinique,United States,Omar Gonzalez,53
United States,Martinique,United States,Jordan Morris,64
United States,Martinique,Martinique,Kévin Parsemain,66
United States,Martinique,Martinique,Kévin Parsemain,74
United States,Martinique,United States,Jordan Morris,76
El Salvador,Curaçao,El Salvador,Gerson Mayen,21
El Salvador,Curaçao,El Salvador,Rodolfo Zelaya,24
Costa Rica,French Guiana,Costa Rica,Ariel Francisco Rodríguez,4
Costa Rica,French Guiana,Costa Rica,Rodney Wallace,79
Costa Rica,French Guiana,Costa Rica,David Ramírez,83
Panama,Martinique,Panama,Michael Amir Murillo,44
Panama,Martinique,Panama,Abdiel Arroyo,60
Panama,Martinique,Panama,Gabriel Torres,67
United States,Nicaragua,United States,Joe Corona,37
United States,Nicaragua,United States,Kelyn Rowe,56
United States,Nicaragua,United States,Matt Miazga,88
Curaçao,Mexico,Mexico,Ángel Sepúlveda,22
Curaçao,Mexico,Mexico,Edson Álvarez,90
Jamaica,El Salvador,El Salvador,Nelson Bonilla,15
Jamaica,El Salvador,Jamaica,Darren Mattocks,63
Costa Rica,Panama,Costa Rica,Aníbal Godoy,77
United States,El Salvador,United States,Omar Gonzalez,41
United States,El Salvador,United States,Eric Lichaj,45
Jamaica,Canada,Jamaica,Shaun Francis,6
Jamaica,Canada,Jamaica,Romario Williams,50
Jamaica,Canada,Canada,Junior Hoilett,61
Mexico,Honduras,Mexico,Rodolfo Pizarro,4
United States,Costa Rica,United States,Jozy Altidore,72
United States,Costa Rica,United States,Clint Dempsey,82
Mexico,Jamaica,Jamaica,Kemar Lawrence,88
United States,Jamaica,United States,Jozy Altidore,45
United States,Jamaica,Jamaica,Je-Vaughn Watson,50
United States,Jamaica,United States,Jordan Morris,88
United Arab Emirates,Saudi Arabia,Saudi Arabia,Nawaf Al-Abed,20
United Arab Emirates,Saudi Arabia,United Arab Emirates,Ali Mabkhout,21
United Arab Emirates,Saudi Arabia,United Arab Emirates,Ahmed Khalil,60
Belgium,Gibraltar,Belgium,Dries Mertens,16
Belgium,Gibraltar,Belgium,Thomas Meunier,18
Belgium,Gibraltar,Belgium,Romelu Lukaku,21
Belgium,Gibraltar,Belgium,Axel Witsel,27
Belgium,Gibraltar,Belgium,Romelu Lukaku,38
Belgium,Gibraltar,Belgium,Eden Hazard,45
Belgium,Gibraltar,Belgium,Thomas Meunier,61
Belgium,Gibraltar,Belgium,Thomas Meunier,67
Belgium,Gibraltar,Belgium,Romelu Lukaku,82
Brazil,Ecuador,Brazil,Paulinho,69
Brazil,Ecuador,Brazil,Philippe Coutinho,76
Bulgaria,Sweden,Bulgaria,Stanislav Manolev,12
Bulgaria,Sweden,Sweden,Mikael Lustig,29
Bulgaria,Sweden,Bulgaria,Georgi Kostadinov,33
Bulgaria,Sweden,Sweden,Marcus Berg,44
Bulgaria,Sweden,Bulgaria,Ivaylo Chochev,79
Chile,Paraguay,Paraguay,Arturo Vidal,24
Chile,Paraguay,Paraguay,Víctor Cáceres,55
Chile,Paraguay,Paraguay,Richard Ortiz,90
China PR,Uzbekistan,China PR,Gao Lin,84
Cyprus,Bosnia and Herzegovina,Bosnia and Herzegovina,Toni Šunjić,33
Cyprus,Bosnia and Herzegovina,Bosnia and Herzegovina,Edin Višća,44
Cyprus,Bosnia and Herzegovina,Cyprus,Demetris Christofi,65
Cyprus,Bosnia and Herzegovina,Cyprus,Vincent Laban,67
Cyprus,Bosnia and Herzegovina,Cyprus,Pieros Sotiriou,76
France,Netherlands,France,Antoine Griezmann,14
France,Netherlands,France,Thomas Lemar,73
France,Netherlands,France,Thomas Lemar,88
France,Netherlands,France,Kylian Mbappé,90
Guinea,Libya,Guinea,Naby Keïta,8
Guinea,Libya,Guinea,Demba Camara,23
Guinea,Libya,Libya,Motasem Sabbou,87
Guinea,Libya,Libya,Akram Zuway,88
Guinea,Libya,Guinea,Alkhaly Bangoura,90
Hungary,Latvia,Hungary,Tamás Kádár,6
Hungary,Latvia,Hungary,Ádám Szalai,26
Hungary,Latvia,Latvia,Gints Freimanis,40
Hungary,Latvia,Hungary,Balázs Dzsudzsák,68
Japan,Australia,Japan,Takuma Asano,41
Japan,Australia,Japan,Yosuke Ideguchi,82
Luxembourg,Belarus,Luxembourg,Daniel da Mota,60
Peru,Bolivia,Peru,Edison Flores,55
Peru,Bolivia,Peru,Christian Cueva,59
Peru,Bolivia,Bolivia,Gilbert Álvarez,72
Portugal,Faroe Islands,Portugal,Cristiano Ronaldo,3
Portugal,Faroe Islands,Portugal,Cristiano Ronaldo,28
Portugal,Faroe Islands,Faroe Islands,Rógvi Baldvinsson,38
Portugal,Faroe Islands,Portugal,William Carvalho,58
Portugal,Faroe Islands,Portugal,Cristiano Ronaldo,65
Portugal,Faroe Islands,Portugal,Nélson Oliveira,85
Switzerland,Andorra,Switzerland,Haris Seferovic,43
Switzerland,Andorra,Switzerland,Haris Seferovic,63
Switzerland,Andorra,Switzerland,Stephan Lichtsteiner,67
Syria,Qatar,Syria,Omar Khribin,7
Syria,Qatar,Qatar,Ali Assadalla,35
Syria,Qatar,Syria,Omar Khribin,54
Syria,Qatar,Syria,Mahmoud Al-Mawas,90
Thailand,Iraq,Iraq,Justin Meram,34
Thailand,Iraq,Thailand,Ahmad Ibrahim Khalaf,63
Thailand,Iraq,Iraq,Saad Abdul-Amir,85
Uganda,Egypt,Uganda,Emmanuel Okwi,51
Cape Verde,South Africa,South Africa,Tokelo Rantie,14
Cape Verde,South Africa,Cape Verde,Nuno Miguel Monteiro Rocha,33
Cape Verde,South Africa,Cape Verde,Nuno Miguel Monteiro Rocha,38
Czech Republic,Germany,Germany,Timo Werner,4
Czech Republic,Germany,Czech Republic,Vladimír Darida,78
Czech Republic,Germany,Germany,Mats Hummels,88
Denmark,Poland,Denmark,Thomas Delaney,15
Denmark,Poland,Denmark,Andreas Cornelius,42
Denmark,Poland,Denmark,Nicolai Jørgensen,59
Denmark,Poland,Denmark,Christian Eriksen,80
Ghana,Congo,Congo,Thievy Bifouma,18
Ghana,Congo,Ghana,Thomas Partey,86
Kazakhstan,Montenegro,Montenegro,Marko Vešović,31
Kazakhstan,Montenegro,Montenegro,Fatos Bećiraj,53
Kazakhstan,Montenegro,Montenegro,Marko Simić,63
Lithuania,Scotland,Scotland,Stuart Armstrong,25
Lithuania,Scotland,Scotland,Andrew Robertson,30
Lithuania,Scotland,Scotland,James McArthur,72
Malta,England,England,Harry Kane,53
Malta,England,England,Ryan Bertrand,86
Malta,England,England,Harry Kane,90
Malta,England,England,Danny Welbeck,90
Mexico,Panama,Mexico,Hirving Lozano,53
Morocco,Mali,Morocco,Hakim Ziyech,19
Morocco,Mali,Morocco,Khalid Boutaïb,27
Morocco,Mali,Morocco,Hakim Ziyech,60
Morocco,Mali,Morocco,Achraf Hakimi,72
Morocco,Mali,Morocco,Fayçal Fajr,80
Morocco,Mali,Morocco,Mimoun Mahi,88
New Zealand,Solomon Islands,New Zealand,Chris Wood,18
New Zealand,Solomon Islands,New Zealand,Chris Wood,36
New Zealand,Solomon Islands,New Zealand,Kosta Barbarouses,39
New Zealand,Solomon Islands,Solomon Islands,Henry Fa'arodo,53
New Zealand,Solomon Islands,New Zealand,Ryan Thomas,56
New Zealand,Solomon Islands,New Zealand,Michael McGlinchey,81
New Zealand,Solomon Islands,New Zealand,Chris Wood,90
Nigeria,Cameroon,Nigeria,Odion Ighalo,29
Nigeria,Cameroon,Nigeria,Mikel John Obi,43
Nigeria,Cameroon,Nigeria,Victor Moses,56
Nigeria,Cameroon,Nigeria,Kelechi Iheanacho,76
Norway,Azerbaijan,Norway,Joshua King,31
Norway,Azerbaijan,Norway,Rashad Sadygov,60
Romania,Armenia,Romania,Alexandru Maxim,90
San Marino,Northern Ireland,Northern Ireland,Josh Magennis,70
San Marino,Northern Ireland,Northern Ireland,Josh Magennis,75
San Marino,Northern Ireland,Northern Ireland,Steven Davis,78
Slovakia,Slovenia,Slovakia,Miha Mevlja,81
Trinidad and Tobago,Honduras,Honduras,Alexander López,7
Trinidad and Tobago,Honduras,Honduras,Alberth Elis,16
Trinidad and Tobago,Honduras,Trinidad and Tobago,Joevin Jones,67
Tunisia,DR Congo,Tunisia,Yassine Meriah,18
Tunisia,DR Congo,DR Congo,Cédric Bakambu,43
Tunisia,DR Congo,Tunisia,Ghailene Chaalali,47
United States,Costa Rica,Costa Rica,Marco Ureña,30
United States,Costa Rica,Costa Rica,Marco Ureña,82
Albania,Liechtenstein,Albania,Odise Roshi,54
Albania,Liechtenstein,Albania,Ansi Agolli,78
Croatia,Kosovo,Croatia,Domagoj Vida,74
Finland,Iceland,Finland,Alexander Ring,8
Gabon,Ivory Coast,Ivory Coast,Max Gradel,53
Gabon,Ivory Coast,Ivory Coast,Seydou Doumbia,77
Gabon,Ivory Coast,Ivory Coast,Seydou Doumbia,83
Georgia,Republic of Ireland,Republic of Ireland,Shane Duffy,4
Georgia,Republic of Ireland,Georgia,Valeri Qazaishvili,34
Israel,North Macedonia,North Macedonia,Goran Pandev,73
Serbia,Moldova,Serbia,Mijat Gaćinović,20
Serbia,Moldova,Serbia,Aleksandar Kolarov,30
Serbia,Moldova,Serbia,Aleksandar Mitrović,81
Spain,Italy,Spain,Isco,14
Spain,Italy,Spain,Isco,40
Spain,Italy,Spain,Álvaro Morata,77
Ukraine,Turkey,Ukraine,Andriy Yarmolenko,18
Ukraine,Turkey,Ukraine,Andriy Yarmolenko,42
Wales,Austria,Wales,Ben Woodburn,74
Zambia,Algeria,Zambia,Brian Mwila,6
Zambia,Algeria,Zambia,Brian Mwila,32
Zambia,Algeria,Algeria,Yacine Brahimi,54
Zambia,Algeria,Zambia,Enock Mwepu,88
Belarus,Sweden,Sweden,Emil Forsberg,18
Belarus,Sweden,Sweden,Christoffer Nyman,24
Belarus,Sweden,Sweden,Marcus Berg,37
Belarus,Sweden,Sweden,Andreas Granqvist,84
Estonia,Cyprus,Estonia,Mattias Käit,90
Faroe Islands,Andorra,Faroe Islands,Gilli Rólantsson,32
Gibraltar,Bosnia and Herzegovina,Bosnia and Herzegovina,Edin Džeko,35
Gibraltar,Bosnia and Herzegovina,Bosnia and Herzegovina,Kenan Kodro,65
Gibraltar,Bosnia and Herzegovina,Bosnia and Herzegovina,Senad Lulić,83
Gibraltar,Bosnia and Herzegovina,Bosnia and Herzegovina,Edin Džeko,85
Greece,Belgium,Belgium,Jan Vertonghen,70
Greece,Belgium,Greece,Zeca,73
Greece,Belgium,Belgium,Romelu Lukaku,74
Hungary,Portugal,Portugal,André Silva,48
Latvia,Switzerland,Switzerland,Haris Seferovic,9
Latvia,Switzerland,Switzerland,Blerim Džemaili,54
Latvia,Switzerland,Switzerland,Ricardo Rodríguez,58
Netherlands,Bulgaria,Netherlands,Davy Pröpper,7
Netherlands,Bulgaria,Netherlands,Arjen Robben,67
Netherlands,Bulgaria,Bulgaria,Georgi Kostadinov,69
Netherlands,Bulgaria,Netherlands,Davy Pröpper,80
Armenia,Denmark,Armenia,Ruslan Koryan,6
Armenia,Denmark,Denmark,Thomas Delaney,16
Armenia,Denmark,Denmark,Christian Eriksen,29
Armenia,Denmark,Denmark,Thomas Delaney,81
Armenia,Denmark,Denmark,Thomas Delaney,90
Azerbaijan,San Marino,Azerbaijan,Afran Ismayilov,20
Azerbaijan,San Marino,Azerbaijan,Araz Abdullayev,24
Azerbaijan,San Marino,Azerbaijan,Afran Ismayilov,57
Azerbaijan,San Marino,Azerbaijan,Michele Cevoli,71
Azerbaijan,San Marino,San Marino,Mirko Palazzi,74
Azerbaijan,San Marino,Azerbaijan,Rashad Sadygov,81
Cameroon,Nigeria,Nigeria,Moses Simon,30
Cameroon,Nigeria,Cameroon,Vincent Aboubakar,74
England,Slovakia,Slovakia,Stanislav Lobotka,3
England,Slovakia,England,Eric Dier,37
England,Slovakia,England,Marcus Rashford,59
Germany,Norway,Germany,Mesut Özil,10
Germany,Norway,Germany,Julian Draxler,17
Germany,Norway,Germany,Timo Werner,21
Germany,Norway,Germany,Timo Werner,40
Germany,Norway,Germany,Leon Goretzka,50
Germany,Norway,Germany,Mario Gómez,79
Libya,Guinea,Libya,Hamdou Elhouni,36
Montenegro,Romania,Montenegro,Stevan Jovetić,75
Northern Ireland,Czech Republic,Northern Ireland,Jonny Evans,28
Northern Ireland,Czech Republic,Northern Ireland,Chris Brunt,41
Poland,Kazakhstan,Poland,Arkadiusz Milik,11
Poland,Kazakhstan,Poland,Kamil Glik,74
Poland,Kazakhstan,Poland,Robert Lewandowski,86
Scotland,Malta,Scotland,Christophe Berra,9
Scotland,Malta,Scotland,Leigh Griffiths,49
Slovenia,Lithuania,Slovenia,Josip Iličić,25
Slovenia,Lithuania,Slovenia,Josip Iličić,61
Slovenia,Lithuania,Slovenia,Benjamin Verbič,82
Slovenia,Lithuania,Slovenia,Valter Birsa,90
Algeria,Zambia,Zambia,Patson Daka,66
Argentina,Venezuela,Venezuela,Jhon Murillo,51
Argentina,Venezuela,Argentina,Rolf Feltscher,54
Australia,Thailand,Australia,Tomi Juric,69
Australia,Thailand,Thailand,Pokklaw Anan,82
Australia,Thailand,Australia,Mathew Leckie,86
Austria,Georgia,Georgia,Valerian Gvilia,8
Austria,Georgia,Austria,Louis Schaub,43
Bolivia,Chile,Bolivia,Juan Carlos Arce,59
Burkina Faso,Senegal,Burkina Faso,Bertrand Traoré,8
Burkina Faso,Senegal,Senegal,Ismaïla Sarr,26
Burkina Faso,Senegal,Senegal,Sadio Mané,75
Burkina Faso,Senegal,Burkina Faso,Alain Traoré,88
Colombia,Brazil,Brazil,Willian,45
Colombia,Brazil,Colombia,Radamel Falcao,56
Congo,Ghana,Ghana,Richmond Boakye,22
Congo,Ghana,Ghana,Thomas Partey,26
Congo,Ghana,Congo,Vladis-Emmerson Illoy-Ayyet,43
Congo,Ghana,Ghana,Richmond Boakye,45
Congo,Ghana,Ghana,Thomas Partey,68
Congo,Ghana,Ghana,Richmond Boakye,84
Costa Rica,Mexico,Mexico,Cristian Gamboa,42
Costa Rica,Mexico,Costa Rica,Marco Ureña,83
DR Congo,Tunisia,DR Congo,Chancel Mbemba,10
DR Congo,Tunisia,DR Congo,Paul-José M'Poku,47
DR Congo,Tunisia,Tunisia,Wilfred Moke,77
DR Congo,Tunisia,Tunisia,Anice Badri,78
Ecuador,Peru,Peru,Edison Flores,73
Ecuador,Peru,Peru,Paolo Hurtado,76
Ecuador,Peru,Ecuador,Enner Valencia,79
Egypt,Uganda,Egypt,Mohamed Salah,6
Honduras,United States,Honduras,Romell Quioto,27
Honduras,United States,United States,Bobby Wood,85
Iceland,Ukraine,Iceland,Gylfi Sigurðsson,47
Iceland,Ukraine,Iceland,Gylfi Sigurðsson,66
Iran,Syria,Syria,Tamer Haj Mohamad,13
Iran,Syria,Iran,Sardar Azmoun,45
Iran,Syria,Iran,Sardar Azmoun,64
Iran,Syria,Syria,Omar Al Somah,90
Iraq,United Arab Emirates,Iraq,Aymen Hussein,29
Italy,Israel,Italy,Ciro Immobile,53
Ivory Coast,Gabon,Gabon,Axel Méyé,20
Ivory Coast,Gabon,Gabon,Mario Lemina,30
Ivory Coast,Gabon,Ivory Coast,Maxwel Cornet,58
Kosovo,Finland,Finland,Teemu Pukki,83
Liechtenstein,Spain,Spain,Sergio Ramos,3
Liechtenstein,Spain,Spain,Álvaro Morata,15
Liechtenstein,Spain,Spain,Isco,16
Liechtenstein,Spain,Spain,David Silva,39
Liechtenstein,Spain,Spain,Iago Aspas,51
Liechtenstein,Spain,Spain,Álvaro Morata,54
Liechtenstein,Spain,Spain,Iago Aspas,63
Liechtenstein,Spain,Spain,Maximilian Göppel,89
Moldova,Wales,Wales,Hal Robson-Kanu,80
Moldova,Wales,Wales,Aaron Ramsey,90
North Macedonia,Albania,Albania,Odise Roshi,53
North Macedonia,Albania,North Macedonia,Aleksandar Trajkovski,78
Panama,Trinidad and Tobago,Panama,Gabriel Torres,39
Panama,Trinidad and Tobago,Panama,Carlyle Mitchell,58
Panama,Trinidad and Tobago,Panama,Abdiel Arroyo,85
Paraguay,Uruguay,Uruguay,Federico Valverde,76
Paraguay,Uruguay,Uruguay,Gustavo Gómez,80
Paraguay,Uruguay,Paraguay,Ángel Romero,88
Qatar,China PR,Qatar,Akram Afif,47
Qatar,China PR,China PR,Xiao Zhi,74
Qatar,China PR,China PR,Wu Lei,84
Republic of Ireland,Serbia,Serbia,Aleksandar Kolarov,55
Saudi Arabia,Japan,Saudi Arabia,Fahad Al-Muwallad,63
Solomon Islands,New Zealand,New Zealand,Myer Bevan,14
Solomon Islands,New Zealand,New Zealand,Nelson Sale,21
Solomon Islands,New Zealand,Solomon Islands,Micah Lea'alafa,28
Solomon Islands,New Zealand,Solomon Islands,Henry Fa'arodo,78
South Africa,Cape Verde,Cape Verde,Garry Rodrigues,51
South Africa,Cape Verde,Cape Verde,Garry Rodrigues,66
South Africa,Cape Verde,South Africa,Andile Jali,89
Turkey,Croatia,Turkey,Cenk Tosun,75
Armenia,Poland,Poland,Kamil Grosicki,2
Armenia,Poland,Poland,Robert Lewandowski,18
Armenia,Poland,Poland,Robert Lewandowski,25
Armenia,Poland,Armenia,Hovhannes Hambardzumyan,39
Armenia,Poland,Poland,Jakub Błaszczykowski,58
Armenia,Poland,Poland,Robert Lewandowski,64
Armenia,Poland,Poland,Rafał Wolski,89
Azerbaijan,Czech Republic,Czech Republic,Jan Kopic,35
Azerbaijan,Czech Republic,Azerbaijan,Afran Ismayilov,55
Azerbaijan,Czech Republic,Czech Republic,Antonín Barák,66
Chile,Ecuador,Chile,Eduardo Vargas,22
Chile,Ecuador,Ecuador,Romario Ibarra,82
Chile,Ecuador,Chile,Alexis Sánchez,85
Colombia,Paraguay,Colombia,Radamel Falcao,79
Colombia,Paraguay,Paraguay,Óscar Cardozo,89
Colombia,Paraguay,Paraguay,Antonio Sanabria,90
England,Slovenia,England,Harry Kane,90
Malta,Lithuania,Malta,Andrei Agius,23
Malta,Lithuania,Lithuania,Vykintas Slivka,53
Montenegro,Denmark,Denmark,Christian Eriksen,16
Northern Ireland,Germany,Germany,Sebastian Rudy,2
Northern Ireland,Germany,Germany,Sandro Wagner,21
Northern Ireland,Germany,Germany,Joshua Kimmich,86
Northern Ireland,Germany,Northern Ireland,Josh Magennis,90
Romania,Kazakhstan,Romania,Constantin Budescu,33
Romania,Kazakhstan,Romania,Constantin Budescu,38
Romania,Kazakhstan,Romania,Claudiu Keșerü,73
Romania,Kazakhstan,Kazakhstan,Bauyrzhan Turysbek,82
San Marino,Norway,Norway,Markus Henriksen,8
San Marino,Norway,Norway,Joshua King,14
San Marino,Norway,Norway,Joshua King,17
San Marino,Norway,Norway,Mohamed Elyounoussi,39
San Marino,Norway,Norway,Mohamed Elyounoussi,48
San Marino,Norway,Norway,Ole Selnæs,58
San Marino,Norway,Norway,Mohamed Elyounoussi,68
San Marino,Norway,Norway,Martin Linnes,86
Scotland,Slovakia,Scotland,Martin Škrtel,89
Syria,Australia,Australia,Robbie Kruse,40
Syria,Australia,Syria,Omar Al Somah,85
Austria,Serbia,Serbia,Luka Milivojević,11
Austria,Serbia,Austria,Guido Burgstaller,25
Austria,Serbia,Austria,Marko Arnautović,76
Austria,Serbia,Serbia,Nemanja Matić,83
Austria,Serbia,Austria,Louis Schaub,89
Croatia,Finland,Croatia,Mario Mandžukić,57
Croatia,Finland,Finland,Pyry Soiri,90
Georgia,Wales,Wales,Tom Lawrence,49
Italy,North Macedonia,Italy,Giorgio Chiellini,40
Italy,North Macedonia,North Macedonia,Aleksandar Trajkovski,77
Kosovo,Ukraine,Ukraine,Leart Paqarada,60
Kosovo,Ukraine,Ukraine,Andriy Yarmolenko,88
Liechtenstein,Israel,Israel,Eitan Tibi,22
Mexico,Trinidad and Tobago,Trinidad and Tobago,Shahdon Winchester,66
Mexico,Trinidad and Tobago,Mexico,Hirving Lozano,78
Mexico,Trinidad and Tobago,Mexico,Javier Hernández,88
Mexico,Trinidad and Tobago,Mexico,Héctor Herrera,90
Republic of Ireland,Moldova,Republic of Ireland,Daryl Murphy,2
Republic of Ireland,Moldova,Republic of Ireland,Daryl Murphy,19
Spain,Albania,Spain,Rodrigo,16
Spain,Albania,Spain,Isco,24
Spain,Albania,Spain,Thiago Alcântara,27
Turkey,Iceland,Iceland,Jóhann Berg Guðmundsson,32
Turkey,Iceland,Iceland,Birkir Bjarnason,39
Turkey,Iceland,Iceland,Kári Árnason,50
United States,Panama,United States,Christian Pulisic,8
United States,Panama,United States,Jozy Altidore,19
United States,Panama,United States,Jozy Altidore,43
