date,home_team,away_team,team,scorer,minute
9/3/2015,United Arab Emirates,Malaysia,United Arab Emirates,Ahmed Khalil,78
9/3/2015,Uzbekistan,Yemen,Uzbekistan,Alexander Geynrikh,51
9/4/2015,American Samoa,Cook Islands,American Samoa,Ali'i Mitchell,57
9/4/2015,American Samoa,Cook Islands,American Samoa,Justin Manao,67
9/4/2015,Antigua and Barbuda,Guatemala,Antigua and Barbuda,Myles Weston,72
9/4/2015,Canada,Belize,Canada,Tosaint Ricketts,25
9/4/2015,Canada,Belize,Canada,Tosaint Ricketts,63
9/4/2015,Canada,Belize,Canada,Atiba Hutchinson,90
9/4/2015,Curaçao,El Salvador,El Salvador,Alexander Larín,12
9/4/2015,Faroe Islands,Northern Ireland,Northern Ireland,Gareth McAuley,12
9/4/2015,Faroe Islands,Northern Ireland,Faroe Islands,Jóan Símun Edmundsson,36
9/4/2015,Faroe Islands,Northern Ireland,Northern Ireland,Gareth McAuley,71
9/4/2015,Faroe Islands,Northern Ireland,Northern Ireland,Kyle Lafferty,75
9/4/2015,Georgia,Scotland,Georgia,Valeri Qazaishvili,38
9/4/2015,Germany,Poland,Germany,Thomas Müller,12
9/4/2015,Germany,Poland,Germany,Mario Götze,19
9/4/2015,Germany,Poland,Poland,Robert Lewandowski,37
9/4/2015,Germany,Poland,Germany,Mario Götze,82
9/4/2015,Gibraltar,Republic of Ireland,Republic of Ireland,Cyrus Christie,27
9/4/2015,Gibraltar,Republic of Ireland,Republic of Ireland,Robbie Keane,49
9/4/2015,Gibraltar,Republic of Ireland,Republic of Ireland,Robbie Keane,51
9/4/2015,Gibraltar,Republic of Ireland,Republic of Ireland,Shane Long,79
9/4/2015,Greece,Finland,Finland,Joel Pohjanpalo,75
9/4/2015,Grenada,Haiti,Haiti,Jean-Eudes Maurice,27
9/4/2015,Grenada,Haiti,Grenada,Anthony Straker,33
9/4/2015,Grenada,Haiti,Haiti,Mechack Jérôme,38
9/4/2015,Grenada,Haiti,Haiti,Duckens Nazon,56
9/4/2015,Jamaica,Nicaragua,Nicaragua,Manuel Rosas Arreola,5
9/4/2015,Jamaica,Nicaragua,Nicaragua,Carlos Chavarría,8
9/4/2015,Jamaica,Nicaragua,Nicaragua,Luis Galeano,48
9/4/2015,Jamaica,Nicaragua,Jamaica,Darren Mattocks,69
9/4/2015,Jamaica,Nicaragua,Jamaica,Adrian Mariappa,78
9/4/2015,Saint Vincent and the Grenadines,Aruba,Saint Vincent and the Grenadines,Tevin Slater,51
9/4/2015,Saint Vincent and the Grenadines,Aruba,Saint Vincent and the Grenadines,Oalex Anderson,90
